-7078594959904830753,2015749955
-7078594959904830753,584345531
-7078594959904830753,2015749955
-7078594959904830752,584345531
-7078594959904830752,11664468
-7078594959904830751,11664468
-7078594959904830750,2015749955
-7078594959904830750,1321768426
-7078594959904830750,2015749955
-7078594959904830749,1321768426
-7078594959904830749,1467555070
-7078594959904830748,1467555070
-7078594959904830748,1467555070
-7078594959904830748,1467555070
-7078594959904830748,11664468
-7078594959904830747,1321768426
-7078594959904830747,2015749955
-7078594959904830747,1321768426
-7078594959904830747,2015749955
-7078594959904830746,584345531
-7078594959904830746,584345531
-7078594959904830746,11664468
-7078594959904830745,1467555070
-7078594959904830744,2015749955
-7078594959904830744,584345531
-7078594959904830743,2015749955
-7078594959904830742,2015749955
-7078594959904830742,584345531
-7078594959904830741,1467555070
-7078594959904830741,1467555070
-7078594959904830741,11664468
-7078594959904830740,11664468
-7078594959904830740,1321768426
-7078594959904830740,2015749955
-7078594959904830739,1321768426
-7078594959904830738,584345531
-7078594959904830737,11664468
-7078594959904830737,11664468
-7078594959904830737,11664468
-7078594959904830736,11664468
-7078594959904830736,2015749955
-7078594959904830736,1467555070
-7078594959904830735,11664468
-7078594959904830735,1321768426
-7078594959904830735,1321768426
-7078594959904830734,584345531
-7078594959904830734,11664468
-7078594959904830734,2015749955
-7078594959904830734,2015749955
-7078594959904830733,1467555070
-7078594959904830733,2015749955
-7078594959904830733,584345531
-7078594959904830733,1321768426
-7078594959904830732,1467555070
-7078594959904830732,2015749955
-7078594959904830731,584345531
-7078594959904830731,2015749955
-7078594959904830730,2015749955
-7078594959904830729,1321768426
-7078594959904830729,584345531
-7078594959904830728,11664468
-7078594959904830728,1321768426
-7078594959904830728,1321768426
-7078594959904830727,1321768426
-7078594959904830727,1467555070
-7078594959904830726,1467555070
-7078594959904830726,11664468
-7078594959904830725,1321768426
-7078594959904830724,2015749955
-7078594959904830724,11664468
-7078594959904830724,2015749955
-7078594959904830723,1321768426
-7078594959904830723,11664468
-7078594959904830723,1467555070
-7078594959904830723,1467555070
-7078594959904830722,1467555070
-7078594959904830722,11664468
-7078594959904830722,1467555070
-7078594959904830721,1467555070
-7078594959904830721,1321768426
-7078594959904830721,11664468
-7078594959904830720,1321768426
-7078594959904830720,1321768426
-7078594959904830719,11664468
-7078594959904830719,11664468
-7078594959904830718,2015749955
-7078594959904830718,1321768426
-7078594959904830717,2015749955
-7078594959904830717,11664468
-7078594959904830716,1321768426
-7078594959904830715,11664468
-7078594959904830715,1467555070
-7078594959904830715,584345531
-7078594959904830714,2015749955
-7078594959904830713,1467555070
-7078594959904830713,2015749955
-7078594959904830713,584345531
-7078594959904830712,2015749955
-7078594959904830712,1321768426
-7078594959904830712,1467555070
-7078594959904830711,1467555070
-7078594959904830710,1467555070
-7078594959904830710,11664468
-7078594959904830709,1321768426
-7078594959904830709,2015749955
-7078594959904830709,1467555070
-7078594959904830708,11664468
-7078594959904830707,11664468
-7078594959904830707,1321768426
-7078594959904830706,1321768426
-7078594959904830706,1467555070
-7078594959904830705,584345531
-7078594959904830705,11664468
-7078594959904830704,1467555070
-7078594959904830703,584345531
-7078594959904830702,1467555070
-7078594959904830702,11664468
-7078594959904830702,2015749955
-7078594959904830701,2015749955
-7078594959904830701,584345531
-7078594959904830700,1321768426
-7078594959904830699,11664468
-7078594959904830698,11664468
-7078594959904830697,11664468
-7078594959904830697,2015749955
-7078594959904830696,1321768426
-7078594959904830696,2015749955
-7078594959904830695,11664468
-7078594959904830695,1467555070
-7078594959904830695,1321768426
-7078594959904830695,2015749955
-7078594959904830694,1467555070
-7078594959904830693,1321768426
-7078594959904830693,1321768426
-7078594959904830692,1321768426
-7078594959904830692,584345531
-7078594959904830691,1321768426
-7078594959904830691,1467555070
-7078594959904830691,1321768426
-7078594959904830690,2015749955
-7078594959904830690,1467555070
-7078594959904830690,11664468
-7078594959904830689,11664468
-7078594959904830688,584345531
-7078594959904830688,11664468
-7078594959904830687,584345531
-7078594959904830687,584345531
-7078594959904830686,11664468
-7078594959904830686,2015749955
-7078594959904830685,584345531
-7078594959904830685,2015749955
-7078594959904830685,1467555070
-7078594959904830684,11664468
-7078594959904830684,11664468
-7078594959904830684,11664468
-7078594959904830683,1321768426
-7078594959904830682,11664468
-7078594959904830681,11664468
-7078594959904830680,2015749955
-7078594959904830680,2015749955
-7078594959904830679,584345531
-7078594959904830678,1467555070
-7078594959904830677,1321768426
-7078594959904830677,1467555070
-7078594959904830676,584345531
-7078594959904830676,584345531
-7078594959904830676,11664468
-7078594959904830675,11664468
-7078594959904830675,1321768426
-7078594959904830675,11664468
-7078594959904830675,584345531
-7078594959904830674,11664468
-7078594959904830674,1467555070
-7078594959904830673,1321768426
-7078594959904830673,11664468
-7078594959904830673,2015749955
-7078594959904830672,1321768426
-7078594959904830672,1467555070
-7078594959904830671,1321768426
-7078594959904830671,11664468
-7078594959904830670,11664468
-7078594959904830670,584345531
-7078594959904830670,1321768426
-7078594959904830669,11664468
-7078594959904830669,584345531
-7078594959904830669,584345531
-7078594959904830669,584345531
-7078594959904830668,2015749955
-7078594959904830668,1321768426
-7078594959904830667,11664468
-7078594959904830666,584345531
-7078594959904830665,1467555070
-7078594959904830664,1321768426
-7078594959904830664,1467555070
-7078594959904830663,2015749955
-7078594959904830663,1321768426
-7078594959904830662,2015749955
-7078594959904830661,584345531
-7078594959904830661,2015749955
-7078594959904830660,2015749955
-7078594959904830660,11664468
